# say-it community pronunciation dictionary — General American only.
#
# Columns (TAB-separated, case-insensitive lookup on `word`):
#   1. word               the lookup key
#   2. ipa                primary GenAm IPA, with stress marks (for display + future SSML backends)
#   3. respelling_us      English-like phonetic respelling, fed verbatim to macOS `say` (the path that actually works today)
#   4. alt_ipa            `|`-separated alternative IPAs, or empty
#   5. alt_respelling_us  `|`-separated alternative respellings, paired with alt_ipa by index, or empty
#   6. source_url         best citation: documented pronunciation page, official FAQ, Wikipedia anchor, etc. Leave empty if unverified.
#   7. source_label       human-readable source label (e.g. "GNU Project official", "Wikipedia § Pronunciation")
#   8. category           project | product | cli-tool | tool | cs-term | acronym | abbreviation
#   9. confidence         creator-clarified | community-consensus | contested
#                         Only use `creator-clarified` when source_url documents a creator quote / official FAQ entry.
#  10. notes              editorial context (never spoken)
#
# Why English respelling rather than IPA/PHON phonemes?
#   macOS `say` (2026 era) does not parse `[[inpt PHON]]` markup or SSML `<phoneme>` tags — both are read as literal
#   text. So we feed plain English-like spellings that the TTS's internal letter-to-sound rules render acceptably.
#   The `ipa` column is retained for display, for future cloud TTS, and for the Windows SAPI backend (which DOES
#   honor SSML phoneme tags).
#
# Adding entries:
#   - All entries are best-effort and welcome PRs to improve. Confidence should reflect what the source URL actually
#     proves, not what you believe to be true. When in doubt, mark `community-consensus` and let a future PR upgrade
#     with a real citation.
#
word	ipa	respelling_us	alt_ipa	alt_respelling_us	source_url	source_label	category	confidence	notes
Polars	/ˈpoʊlərz/	po lerz			https://pola.rs/	Polars	product	community-consensus	"POH-lerz" — Rust-backed DataFrame lib.
Dask	/dæsk/	dask			https://www.dask.org/	Dask	product	community-consensus	"dask" — parallel Python compute.
Ray	/reɪ/	ray			https://www.ray.io/	Ray	product	community-consensus	"ray" — Anyscale's distributed compute.
Modin	/ˈmoʊdɪn/	mo din			https://modin.readthedocs.io/	Modin	product	community-consensus	"MO-din" — drop-in pandas replacement.
Spark	/spɑːrk/	spark			https://spark.apache.org/	Apache Spark	product	community-consensus	"spark" — distributed compute.
Flink	/flɪŋk/	flink			https://flink.apache.org/	Apache Flink	product	community-consensus	"flink" — stream processing.
Beam	/biːm/	beem			https://beam.apache.org/	Apache Beam	product	community-consensus	"beem" — unified batch+stream model.
Tailscale	/ˈteɪlˌskeɪl/	tail scale			https://tailscale.com/	Tailscale	product	community-consensus	"TAIL-scale" — mesh VPN.
Wireshark	/ˈwaɪərˌʃɑːrk/	wire shark			https://www.wireshark.org/	Wireshark	tool	community-consensus	"WIRE-shark".
HAProxy	/ˌeɪtʃ eɪ ˈprɒksi/	H A proxy			https://www.haproxy.org/	HAProxy	product	community-consensus	"H-A-proxy".
Alpine.js	/ˈælpaɪn dʒeɪ ɛs/	al pine J S			https://alpinejs.dev/	Alpine.js	product	community-consensus	"AL-pine-J-S".
Phoenix	/ˈfiːnɪks/	fee nix			https://www.phoenixframework.org/	Phoenix	product	community-consensus	"FEE-nix" — Elixir web framework.
Rails	/reɪlz/	rails			https://rubyonrails.org/	Ruby on Rails	product	community-consensus	"rails" — Ruby on Rails.
Laravel	/ˈlærəˌvɛl/	lar a vel			https://laravel.com/	Laravel	product	community-consensus	"LAR-uh-vel".
Symfony	/ˈsɪmfəni/	sim fo nee			https://symfony.com/	Symfony	product	community-consensus	"SIM-fuh-nee" — like symphony.
Sinatra	/sɪˈnɑːtrə/	sin ah tra			http://sinatrarb.com/	Sinatra	product	community-consensus	"sin-AH-tra" — Ruby micro framework.
Flask	/flæsk/	flask			https://flask.palletsprojects.com/	Flask	product	community-consensus	"flask" — Python microframework.
Starlette	/stɑːrˈlɛt/	star let			https://www.starlette.io/	Starlette	product	community-consensus	"star-LET" — ASGI framework.
Litestar	/ˈlaɪtˌstɑːr/	lite star			https://litestar.dev/	Litestar	product	community-consensus	"LITE-star".
Sanic	/ˈsɒnɪk/	son ick			https://sanic.dev/	Sanic	product	community-consensus	"SON-ick" — Python async framework.
Express	/ɪkˈsprɛs/	ex press			https://expressjs.com/	Express	product	community-consensus	"ex-PRESS" — Node.js framework.
Koa	/ˈkoʊə/	ko ah			https://koajs.com/	Koa	product	community-consensus	"KO-ah".
Fastify	/ˈfæstɪfaɪ/	fast i fye			https://fastify.dev/	Fastify	product	community-consensus	"FAST-i-fye".
Hapi	/ˈhæpi/	happy			https://hapi.dev/	hapi	product	community-consensus	"HAP-ee" — like "happy".
Echo	/ˈɛkoʊ/	ek oh			https://echo.labstack.com/	Echo	product	community-consensus	"EK-oh" — Go framework.
Fiber	/ˈfaɪbər/	fi ber			https://gofiber.io/	Fiber	product	community-consensus	"FYE-ber" — Go Express-like framework.
Gin	/dʒɪn/	jin			https://gin-gonic.com/	Gin	product	community-consensus	"jin" — Go web framework.
Chi	/tʃaɪ/	chai			https://go-chi.io/	chi	product	community-consensus	"chai" — Go router.
GORM	/ɡɔːrm/	gorm			https://gorm.io/	GORM	tool	community-consensus	"gorm" — Go ORM.
Cobra	/ˈkoʊbrə/	ko bra			https://cobra.dev/	Cobra	tool	community-consensus	"KO-bra" — Go CLI library.
Viper	/ˈvaɪpər/	vy per			https://github.com/spf13/viper	Viper	tool	community-consensus	"VYE-per" — Go config library.
SOLID	/ˈsɒlɪd/	solid			https://en.wikipedia.org/wiki/SOLID	Wikipedia	acronym	community-consensus	"SOL-id" — OOP design principles.
TDD	/ˌtiː diː ˈdiː/	T D D			https://en.wikipedia.org/wiki/Test-driven_development	Wikipedia	acronym	community-consensus	"T-D-D" — Test Driven Development.
BDD	/ˌbiː diː ˈdiː/	B D D			https://en.wikipedia.org/wiki/Behavior-driven_development	Wikipedia	acronym	community-consensus	"B-D-D" — Behavior Driven Development.
CI/CD	/ˌsiː aɪ siː ˈdiː/	C I C D			https://en.wikipedia.org/wiki/CI/CD	Wikipedia	acronym	community-consensus	"C-I-C-D" — letter-by-letter.
MVP	/ˌɛm viː ˈpiː/	M V P			https://en.wikipedia.org/wiki/Minimum_viable_product	Wikipedia	acronym	community-consensus	"M-V-P" — Minimum Viable Product.
MVC	/ˌɛm viː ˈsiː/	M V C			https://en.wikipedia.org/wiki/Model%E2%80%93view%E2%80%93controller	Wikipedia	acronym	community-consensus	"M-V-C".
MVVM	/ˌɛm viː viː ˈɛm/	M V V M			https://en.wikipedia.org/wiki/Model%E2%80%93view%E2%80%93viewmodel	Wikipedia	acronym	community-consensus	"M-V-V-M".
OOP	/ˌoʊ oʊ ˈpiː/	O O P			https://en.wikipedia.org/wiki/Object-oriented_programming	Wikipedia	acronym	community-consensus	"O-O-P" letter-by-letter.
FP	/ˌɛf ˈpiː/	F P			https://en.wikipedia.org/wiki/Functional_programming	Wikipedia	acronym	community-consensus	"F-P" — Functional Programming.
DDD	/ˌdiː diː ˈdiː/	D D D			https://en.wikipedia.org/wiki/Domain-driven_design	Wikipedia	acronym	community-consensus	"D-D-D" — Domain-Driven Design.
CQRS	/ˌsiː kjuː ɑːr ˈɛs/	C Q R S			https://en.wikipedia.org/wiki/Command%E2%80%93query_separation	Wikipedia	acronym	community-consensus	"C-Q-R-S" — Command Query Responsibility Segregation.
monad	/ˈmɒnæd/	mon ad			https://en.wikipedia.org/wiki/Monad_(functional_programming)	Wikipedia	cs-term	community-consensus	"MON-ad".
functor	/ˈfʌŋktər/	funk ter			https://en.wikipedia.org/wiki/Functor	Wikipedia	cs-term	community-consensus	"FUNK-ter".
idempotent	/ˌaɪdɛmˈpoʊtənt/	eye dem po tent	/ˌɪdɛmˈpoʊtənt/	id em po tent	https://en.wikipedia.org/wiki/Idempotence	Wikipedia	cs-term	contested	"eye-dem-PO-tent" vs "id-em-PO-tent".
lambda	/ˈlæmdə/	lam da			https://en.wikipedia.org/wiki/Lambda_calculus	Wikipedia	cs-term	community-consensus	"LAM-duh".
closure	/ˈkloʊʒər/	clo zure			https://en.wikipedia.org/wiki/Closure_(computer_programming)	Wikipedia	cs-term	community-consensus	"CLO-zhur".
mutex	/ˈmjuːˌtɛks/	myoo tex			https://en.wikipedia.org/wiki/Lock_(computer_science)	Wikipedia	cs-term	community-consensus	"MYOO-tex" — mutual exclusion.
semaphore	/ˈsɛməˌfɔːr/	sem a for			https://en.wikipedia.org/wiki/Semaphore_(programming)	Wikipedia	cs-term	community-consensus	"SEM-uh-for".
async	/ˈeɪsɪŋk/	a sink			https://en.wikipedia.org/wiki/Asynchrony_(computer_programming)	Wikipedia	cs-term	community-consensus	"AY-sink".
coroutine	/ˌkoʊˈruːtiːn/	co roo teen			https://en.wikipedia.org/wiki/Coroutine	Wikipedia	cs-term	community-consensus	"co-ROO-teen".
RSA	/ˌɑːr ɛs ˈeɪ/	R S A			https://en.wikipedia.org/wiki/RSA_(cryptosystem)	Wikipedia	acronym	community-consensus	"R-S-A".
AES	/ˌeɪ iː ˈɛs/	A E S			https://en.wikipedia.org/wiki/Advanced_Encryption_Standard	Wikipedia	acronym	community-consensus	"A-E-S".
SHA	/ʃɑː/	shah	/ˌɛs eɪtʃ ˈeɪ/	S H A	https://en.wikipedia.org/wiki/Secure_Hash_Algorithms	Wikipedia	acronym	contested	"shah" or letter-by-letter "S-H-A".
TLS	/ˌtiː ɛl ˈɛs/	T L S			https://en.wikipedia.org/wiki/Transport_Layer_Security	Wikipedia	acronym	community-consensus	"T-L-S".
PGP	/ˌpiː dʒiː ˈpiː/	P G P			https://en.wikipedia.org/wiki/Pretty_Good_Privacy	Wikipedia	acronym	community-consensus	"P-G-P".
GPG	/ˌdʒiː piː ˈdʒiː/	G P G			https://gnupg.org/	GnuPG	abbreviation	community-consensus	"G-P-G".
WebRTC	/wɛb ɑːr tiː ˈsiː/	web R T C			https://webrtc.org/	WebRTC	tool	community-consensus	"web-R-T-C".
WebGPU	/wɛb dʒiː piː ˈjuː/	web G P U			https://www.w3.org/TR/webgpu/	W3C WebGPU	tool	community-consensus	"web-G-P-U".
WASI	/ˈwɑːzi/	wah zee			https://wasi.dev/	WASI	abbreviation	community-consensus	"WAH-zee" — WebAssembly System Interface.
IPFS	/ˌaɪ piː ɛf ˈɛs/	I P F S			https://ipfs.tech/	IPFS	abbreviation	community-consensus	"I-P-F-S".
Solidity	/səˈlɪdɪti/	so lid i tee			https://soliditylang.org/	Solidity	product	community-consensus	"sol-LID-i-tee".
Ethereum	/ɪˈθɪriəm/	e thee ree um			https://ethereum.org/	Ethereum	product	community-consensus	"e-THEE-ree-um".
Fleet	/fliːt/	fleet			https://www.jetbrains.com/fleet/	JetBrains Fleet	tool	community-consensus	"fleet".
Lapce	/læps/	lapss			https://lapce.dev/	Lapce	tool	community-consensus	"LAPSS" — Rust editor.
Sublime	/səˈblaɪm/	sub lime			https://www.sublimetext.com/	Sublime Text	tool	community-consensus	"sub-LIME".
VSCode	/ˌviː ɛs ˈkoʊd/	V S code			https://code.visualstudio.com/	VS Code	tool	community-consensus	"V-S-code".
Raycast	/ˈreɪˌkæst/	ray cast			https://www.raycast.com/	Raycast	product	community-consensus	"RAY-cast".
Alfred	/ˈælfrɛd/	al fred			https://www.alfredapp.com/	Alfred	product	community-consensus	"AL-fred".
Homebrew	/ˈhoʊmˌbruː/	home brew			https://brew.sh/	Homebrew	tool	community-consensus	"HOME-brew".
Fedora	/fəˈdɔːrə/	fuh dora			https://fedoraproject.org/	Fedora	product	community-consensus	"fuh-DOR-uh".
CentOS	/ˌsɛnt ˈoʊ ɛs/	cent O S			https://www.centos.org/	CentOS	product	community-consensus	"cent-O-S".
RHEL	/rɛl/	rell			https://www.redhat.com/	Red Hat	product	community-consensus	"rell" — Red Hat Enterprise Linux.
Manjaro	/mənˈdʒɑːroʊ/	mun jar oh			https://manjaro.org/	Manjaro	product	community-consensus	"mun-JAR-oh".
FreeBSD	/ˌfriː biː ɛs ˈdiː/	free B S D			https://www.freebsd.org/	FreeBSD	product	community-consensus	"free-B-S-D".
Puppeteer	/ˌpʌpɪˈtɪər/	puppy teer			https://pptr.dev/	Puppeteer	tool	community-consensus	"PUP-uh-teer".

# --- v2.0 wave 2: observability, AI inference, monorepo, data formats ---
OpenTelemetry	/ˌoʊpən tɛlɪˈmɛtri/	open tel em e tree			https://opentelemetry.io/	OpenTelemetry	product	community-consensus	"open-tel-EM-e-tree".
OTEL	/ˈoʊtəl/	oh tul			https://opentelemetry.io/	OpenTelemetry	abbreviation	community-consensus	"OH-tul" — short for OpenTelemetry.
eBPF	/ˌiː biː piː ˈɛf/	E B P F			https://ebpf.io/	eBPF	abbreviation	community-consensus	"E-B-P-F" letter-by-letter.
Calico	/ˈkælɪkoʊ/	cal i co			https://www.tigera.io/project-calico/	Tigera Calico	product	community-consensus	"CAL-i-co".
Flannel	/ˈflænəl/	flan ul			https://github.com/flannel-io/flannel	Flannel	product	community-consensus	"FLAN-ul".
CoreDNS	/ˌkɔːr diː ɛn ˈɛs/	core D N S			https://coredns.io/	CoreDNS	product	community-consensus	"CORE-D-N-S".
OPA Gatekeeper	/ˌoʊ piː eɪ ˈɡeɪtˌkiːpər/	O P A gate keeper			https://open-policy-agent.github.io/gatekeeper/	OPA Gatekeeper	product	community-consensus	"O-P-A GATE-keeper".
Vault	/vɔːlt/	vault			https://www.vaultproject.io/	HashiCorp Vault	product	community-consensus	"vault".
Consul	/ˈkɒnsəl/	con sul			https://www.consul.io/	HashiCorp Consul	product	community-consensus	"CON-sul".
Nomad	/ˈnoʊmæd/	no mad			https://www.nomadproject.io/	HashiCorp Nomad	product	community-consensus	"NO-mad".
Packer	/ˈpækər/	pack er			https://www.packer.io/	HashiCorp Packer	product	community-consensus	"PACK-er".
Triton	/ˈtraɪtən/	try ton			https://developer.nvidia.com/triton-inference-server	NVIDIA Triton	product	community-consensus	"TRY-ton" — NVIDIA inference server.
TensorRT	/ˈtɛnsərˈɑːr tiː/	tensor R T			https://developer.nvidia.com/tensorrt	NVIDIA TensorRT	product	community-consensus	"TENSOR-R-T".
CUDA	/ˈkuːdə/	koo da			https://developer.nvidia.com/cuda-zone	NVIDIA CUDA	product	community-consensus	"KOO-duh".
ONNX	/ˈɒnɪks/	on nix			https://onnx.ai/	ONNX	abbreviation	community-consensus	"ON-nix".
Triton (OpenAI)	/ˈtraɪtən/	try ton			https://triton-lang.org/	OpenAI Triton	product	community-consensus	"TRY-ton" — Python GPU kernel DSL.
MLflow	/ˌɛm ɛl ˈfloʊ/	M L flow			https://mlflow.org/	MLflow	product	community-consensus	"M-L-flow".
DVC	/ˌdiː viː ˈsiː/	D V C			https://dvc.org/	DVC	abbreviation	community-consensus	"D-V-C" — Data Version Control.
Weights & Biases	/weɪts ænd ˈbaɪəsɪz/	weights and biases			https://wandb.ai/	wandb	product	community-consensus	"weights-and-BYE-uh-siz".
Comet	/ˈkɒmət/	com et			https://www.comet.com/	Comet ML	product	community-consensus	"COM-et".
Redux	/ˈriːdʌks/	ree dux			https://redux.js.org/	Redux	product	community-consensus	"REE-dux".
MobX	/ˌɛm ˈɒb ɛks/	mob X			https://mobx.js.org/	MobX	product	community-consensus	"MOB-X".
Effector	/ɪˈfɛktər/	ef fect er			https://effector.dev/	Effector	product	community-consensus	"ef-FECT-er".
XState	/ˌɛks ˈsteɪt/	X state			https://stately.ai/docs/xstate	XState	product	community-consensus	"X-STATE".
Lit	/lɪt/	lit			https://lit.dev/	Lit	product	community-consensus	"lit" — Google's web components lib.
Stencil	/ˈstɛnsəl/	sten sil			https://stenciljs.com/	Stencil	product	community-consensus	"STEN-sil".
Turborepo	/ˈtɜːrboʊˌrɛpoʊ/	tur bo re po			https://turborepo.com/	Turborepo	product	community-consensus	"TUR-bo-re-po".
Lage	/leɪdʒ/	layj			https://microsoft.github.io/lage/	Microsoft Lage	tool	community-consensus	"layj" — JS task runner.
Moon	/muːn/	moon			https://moonrepo.dev/	Moon	tool	community-consensus	"moon" — Rust-based build system.
Buck2	/bʌk tuː/	buck two			https://buck2.build/	Buck2	tool	community-consensus	"BUCK-two" — Meta's build system.
CUDA Toolkit	/ˈkuːdə ˈtuːlˌkɪt/	koo da tool kit			https://developer.nvidia.com/cuda-toolkit	NVIDIA	product	community-consensus	"KOO-duh tool-kit".
Megatron	/ˈmɛɡəˌtrɒn/	meg a tron			https://github.com/NVIDIA/Megatron-LM	NVIDIA Megatron	product	community-consensus	"MEG-uh-tron" — large-scale training framework.
DeepSpeed	/ˈdiːpˌspiːd/	deep speed			https://www.deepspeed.ai/	Microsoft DeepSpeed	product	community-consensus	"DEEP-speed".
Axolotl	/ˈæksəlɒtl/	ak so lot ul			https://axolotl.ai/	Axolotl	product	community-consensus	"AK-so-lot-ul" — fine-tuning framework.
Unsloth	/ʌnˈslɒθ/	un sloth			https://unsloth.ai/	Unsloth	product	community-consensus	"un-SLOTH" — fast LLM fine-tuning.
Devin	/ˈdɛvɪn/	dev in			https://www.cognition.ai/	Cognition Devin	product	community-consensus	"DEV-in" — AI software engineer.
Sweep	/swiːp/	sweep			https://docs.sweep.dev/	Sweep	product	community-consensus	"sweep" — AI code review.
Magnitude	/ˈmæɡnɪˌtjuːd/	mag ni tude			https://app.magnitude.run/	Magnitude	product	community-consensus	"MAG-ni-tude" — agent testing platform.
Bun Test	/bʌn tɛst/	bun test			https://bun.sh/docs/cli/test	Bun Test	tool	community-consensus	"BUN-test".
Mocha	/ˈmoʊkə/	mo ka			https://mochajs.org/	Mocha	product	community-consensus	"MO-ka" — like the coffee.
Chai	/tʃaɪ/	chai			https://www.chaijs.com/	Chai	tool	community-consensus	"chai" — like the tea.
Selenium	/səˈliːniəm/	se lee nee um			https://www.selenium.dev/	Selenium	tool	community-consensus	"se-LEE-nee-um" — like the element.
JUnit	/ˌdʒeɪ ˈjuːnɪt/	J unit			https://junit.org/	JUnit	tool	community-consensus	"J-unit".
pytest	/ˈpaɪtɛst/	pie test			https://docs.pytest.org/	pytest	tool	community-consensus	"PIE-test".
recursion	/rɪˈkɜːrʒən/	re curr zhun			https://en.wikipedia.org/wiki/Recursion_(computer_science)	Wikipedia	cs-term	community-consensus	"re-CUR-zhun".
polymorphism	/ˌpɒliˈmɔːrfɪzəm/	pol ee mor fizm			https://en.wikipedia.org/wiki/Polymorphism_(computer_science)	Wikipedia	cs-term	community-consensus	"pol-ee-MOR-fizm".
encapsulation	/ɪnˌkæpsjʊˈleɪʃən/	en cap soo lay shun			https://en.wikipedia.org/wiki/Encapsulation_(computer_programming)	Wikipedia	cs-term	community-consensus	"en-cap-soo-LAY-shun".
iterator	/ˈɪtəˌreɪtər/	it er ay ter			https://en.wikipedia.org/wiki/Iterator	Wikipedia	cs-term	community-consensus	"IT-er-AY-ter".
generator	/ˈdʒɛnəˌreɪtər/	jen er ay ter			https://en.wikipedia.org/wiki/Generator_(computer_programming)	Wikipedia	cs-term	community-consensus	"JEN-er-AY-ter".
MessagePack	/ˈmɛsɪdʒˌpæk/	message pack			https://msgpack.org/	MessagePack	product	community-consensus	"MESSAGE-pack".
Avro	/ˈævroʊ/	av ro			https://avro.apache.org/	Apache Avro	product	community-consensus	"AV-ro".
Parquet	/pɑːrˈkeɪ/	par kay			https://parquet.apache.org/	Apache Parquet	product	community-consensus	"par-KAY" — like the floor.
Arrow	/ˈæroʊ/	arrow			https://arrow.apache.org/	Apache Arrow	product	community-consensus	"AR-row".
Iceberg	/ˈaɪsˌbɜːrɡ/	ice berg			https://iceberg.apache.org/	Apache Iceberg	product	community-consensus	"ICE-berg".
Hudi	/ˈhuːdi/	who dee			https://hudi.apache.org/	Apache Hudi	product	community-consensus	"HOO-dee".
Delta Lake	/ˈdɛltə leɪk/	del ta lake			https://delta.io/	Delta Lake	product	community-consensus	"DEL-ta lake".

# --- v2.2 wave 3: edge runtimes, JVM, .NET, Rust web, static-site gens ---
Unity	/ˈjuːnɪti/	you ni tee			https://unity.com/	Unity	product	community-consensus	"YOU-ni-tee".
Godot	/ˈɡɒdoʊ/	god oh			https://godotengine.org/	Godot	product	creator-clarified	"GOD-oh" per project FAQ. "GOD-ot" also widespread.
Unreal	/ʌnˈriːəl/	un real			https://www.unrealengine.com/	Epic Games	product	community-consensus	"un-REAL".
Bevy	/ˈbɛvi/	bevy			https://bevyengine.org/	Bevy	product	community-consensus	"BEV-ee" — Rust game engine.
OIDC	/ˌoʊ aɪ diː ˈsiː/	O I D C			https://openid.net/connect/	OpenID Connect	abbreviation	community-consensus	"O-I-D-C".
FIDO	/ˈfaɪdoʊ/	fie doh			https://fidoalliance.org/	FIDO Alliance	acronym	community-consensus	"FYE-doh".
WebAuthn	/ˈwɛb ɔːθən/	web auth en			https://www.w3.org/TR/webauthn-2/	W3C WebAuthn	abbreviation	community-consensus	"WEB-AUTH-en".
Passkey	/ˈpæsˌkiː/	pass key			https://fidoalliance.org/passkeys/	FIDO Alliance	product	community-consensus	"PASS-key".
Tauri	/ˈtaʊri/	tau ree			https://tauri.app/	Tauri	product	community-consensus	"TAU-ree" — Rust desktop framework.
Electron	/ɪˈlɛktrɒn/	e lec tron			https://www.electronjs.org/	Electron	product	community-consensus	"e-LEC-tron".
Wails	/weɪlz/	wails			https://wails.io/	Wails	product	community-consensus	"wails" — Go desktop framework.
Workers	/ˈwɜːrkərz/	work ers			https://workers.cloudflare.com/	Cloudflare Workers	product	community-consensus	"WORK-ers".
Fastly	/ˈfæstli/	fast lee			https://www.fastly.com/	Fastly	product	community-consensus	"FAST-lee".
Fly.io	/ˌflaɪ doʊt ˈaɪ oʊ/	fly dot io			https://fly.io/	Fly.io	product	community-consensus	"FLY-dot-I-O".
Render	/ˈrɛndər/	ren der			https://render.com/	Render	product	community-consensus	"REN-der".
Railway	/ˈreɪlˌweɪ/	rail way			https://railway.app/	Railway	product	community-consensus	"RAIL-way".
Hadoop	/həˈduːp/	huh doop			https://hadoop.apache.org/	Apache Hadoop	product	community-consensus	"huh-DOOP".
Hive	/haɪv/	hive			https://hive.apache.org/	Apache Hive	product	community-consensus	"hive".
Airflow	/ˈɛərˌfloʊ/	air flow			https://airflow.apache.org/	Apache Airflow	product	community-consensus	"AIR-flow".
Dagster	/ˈdæɡstər/	dag ster			https://dagster.io/	Dagster	product	community-consensus	"DAG-ster".
Prefect	/ˈpriːˌfɛkt/	pree fekt			https://www.prefect.io/	Prefect	product	community-consensus	"PREE-fekt".
Mage	/meɪdʒ/	mayj			https://www.mage.ai/	Mage	product	community-consensus	"mayj" — orchestration tool.
Maven	/ˈmeɪvən/	may ven			https://maven.apache.org/	Apache Maven	tool	community-consensus	"MAY-ven".
Quarkus	/ˈkwɑːrkəs/	quar kus			https://quarkus.io/	Quarkus	product	community-consensus	"QUAR-kus".
Micronaut	/ˈmaɪkroʊnɔːt/	my kro nawt			https://micronaut.io/	Micronaut	product	community-consensus	"MY-kro-nawt".
GraalVM	/ˈɡrɑːl viː ɛm/	grahl V M			https://www.graalvm.org/	GraalVM	product	community-consensus	"GRAHL-V-M".
JVM	/ˌdʒeɪ viː ˈɛm/	J V M			https://en.wikipedia.org/wiki/Java_virtual_machine	Wikipedia	abbreviation	community-consensus	"J-V-M".
Blazor	/ˈbleɪzər/	blay zer			https://dotnet.microsoft.com/apps/aspnet/web-apps/blazor	Microsoft Blazor	product	community-consensus	"BLAY-zer".
MAUI	/ˈmaʊi/	maw ee			https://dotnet.microsoft.com/apps/maui	Microsoft MAUI	abbreviation	community-consensus	".NET MAW-ee".
WinUI	/ˌwɪn juː ˈaɪ/	win U I			https://learn.microsoft.com/windows/apps/winui/	Microsoft WinUI	abbreviation	community-consensus	"WIN-U-I".
React	/riˈækt/	ree akt			https://react.dev/	React	product	community-consensus	"ree-AKT".
Angular	/ˈæŋɡjələr/	ang you lar			https://angular.dev/	Angular	product	community-consensus	"ANG-yuh-ler".
Ember	/ˈɛmbər/	em ber			https://emberjs.com/	Ember.js	product	community-consensus	"EM-ber".
Marko	/ˈmɑːrkoʊ/	mar ko			https://markojs.com/	Marko	product	community-consensus	"MAR-koh".
Axum	/ˈæksəm/	ax um			https://github.com/tokio-rs/axum	Tokio Axum	product	community-consensus	"AX-um".
Actix	/ˈæktɪks/	ak tix			https://actix.rs/	Actix	product	community-consensus	"AK-tix".
Tokio	/ˈtoʊkjoʊ/	to kyo			https://tokio.rs/	Tokio	product	community-consensus	"TOH-kyo" — like the city.
Tonic	/ˈtɒnɪk/	ton ik			https://github.com/hyperium/tonic	Tonic	product	community-consensus	"TON-ik" — Rust gRPC.
Hyper	/ˈhaɪpər/	hy per			https://hyper.rs/	Hyper	product	community-consensus	"HY-per" — Rust HTTP.
Diesel	/ˈdiːzəl/	dee zul			https://diesel.rs/	Diesel	tool	community-consensus	"DEE-zul" — Rust ORM.
SeaORM	/ˈsiː ɔːrm/	C O R M			https://www.sea-ql.org/SeaORM/	SeaORM	tool	community-consensus	"SEA-orm".
Leptos	/ˈlɛptɒs/	lep toss			https://leptos.dev/	Leptos	product	community-consensus	"LEP-toss" — Rust web framework.
Dioxus	/daɪˈɒksəs/	die ox us			https://dioxuslabs.com/	Dioxus	product	community-consensus	"die-OX-us".
Quartz	/kwɔːrts/	quartz			https://quartz.jzhao.xyz/	Quartz	product	community-consensus	"quartz" — static site gen for digital gardens.
Eleventy	/ɪˈlɛvənti/	e lev en tee			https://www.11ty.dev/	Eleventy	product	community-consensus	"e-LEV-en-tee" — aka 11ty.
Jekyll	/ˈdʒɛkəl/	jek ul			https://jekyllrb.com/	Jekyll	product	community-consensus	"JEK-ul".
Gatsby	/ˈɡætsbi/	gats bee			https://www.gatsbyjs.com/	Gatsby	product	community-consensus	"GATS-bee".
Pelican	/ˈpɛlɪkən/	pel i kun			https://getpelican.com/	Pelican	product	community-consensus	"PEL-i-kun".
hermes	/ˈhɜːr miːz/	HER meez			https://huggingface.co/NousResearch	Nous Research HF	product	community-consensus	Nous Research's open-source LLM series. Greek messenger god — "HER-meez."
aaru	/ˈɑː ruː/	AH roo			https://aaru.com/	Aaru official	project	community-consensus	AI poll-simulation startup. Egyptian afterlife "field of reeds" — "AH-roo."
simile	/ˈsɪ mə li/	SIM uh lee	/ˈsɪm aɪl/	SIM ile	https://www.merriam-webster.com/dictionary/simile	Merriam-Webster	cs-term	community-consensus	Literary figure of speech, three syllables "SIM-uh-lee." Frequently mispronounced "sigh-MILE."
xai	/ˌɛks eɪ ˈaɪ/	X A I			https://x.ai/	xAI official	project	community-consensus	Elon Musk's AI company. Spell out the letters: "X-A-I." Not "zai."
ai21	/ˌeɪ aɪ ˈtwɛn ti wʌn/	A I twenty one			https://www.ai21.com/	AI21 Labs	project	community-consensus	Tel Aviv AI lab. "A-I twenty-one."
inflection	/ɪn ˈflɛk ʃən/	in FLEK shun			https://inflection.ai/	Inflection AI	project	community-consensus	AI company behind Pi. Standard English noun: "in-FLEK-shun."
adept	/ə ˈdɛpt/	uh DEPT			https://www.adept.ai/	Adept AI	project	community-consensus	AI agents company. "uh-DEPT" — stress on second syllable.
character.ai	/ˈkær ɪk tər eɪ aɪ/	KAIR ik ter A I			https://character.ai/	Character.AI	project	community-consensus	"KAIR-ik-ter dot A-I." Letters at the end.
perplexity	/pər ˈplɛk sə ti/	per PLEK suh tee			https://www.perplexity.ai/	Perplexity AI	project	community-consensus	"per-PLEK-suh-tee" — same as the English noun.
cerebras	/sə ˈriː brəs/	suh REE bruhs			https://www.cerebras.net/	Cerebras Systems	project	community-consensus	Wafer-scale AI chip company. "suh-REE-bruhs."
etched	/ɛtʃt/	echt			https://www.etched.com/	Etched	project	community-consensus	Transformer ASIC chip startup. Past tense of "etch" — single syllable.
sambanova	/ˌsæm bə ˈnoʊ və/	sam buh NO vuh			https://sambanova.ai/	SambaNova	project	community-consensus	AI chip + platform company. "sam-buh-NO-vuh."
together.ai	/tə ˈɡɛð ər eɪ aɪ/	tuh GETH er A I			https://www.together.ai/	Together AI	project	community-consensus	Inference platform. "tuh-GETH-er dot A-I."
